SITHDR      1   1990     10     81     11 41200000 42580000 441369C6 40A4A394 44136AC1
IFHOST  1  0
IFHOST  2  1
IFHOST  3  0
IFHOST  4  1
IFHOST  5  1
IFHOST  6  0
IFHOST  7  0
FOL  6  6  2 00000000 00000000
FOL  6  6  3 00000000 00000000
FOL  6  6  4 00000000 00000000
FOL  6  7  1 00000000 00000000
FOL  6  7  2 00000000 00000000
FOL  6  7  3 00000000 00000000
FOL  6  7  4 00000000 00000000
FOL  6  8  1 00000000 00000000
FOL  6  8  2 00000000 00000000
FOL  6  8  3 00000000 00000000
FOL  6  8  4 00000000 00000000
FOL  6  9  1 00000000 00000000
FOL  6  9  2 00000000 00000000
FOL  6  9  3 00000000 00000000
FOL  6  9  4 00000000 00000000
BWTPHA  1  1 00000000
BWTPHA  1  2 00000000
BWTPHA  1  3 00000000
BWTPHA  2  1 435E648C
BWTPHA  2  2 43513AEE
BWTPHA  2  3 4257E77F
BWTPHA  3  1 00000000
BWTPHA  3  2 00000000
BWTPHA  3  3 00000000
BWTPHA  4  1 43944307
BWTPHA  4  2 43117758
BWTPHA  4  3 42AB521E
BWTPHA  5  1 43A11A7F
BWTPHA  5  2 4226694B
BWTPHA  5  3 429FFB31
BWTPHA  6  1 00000000
BWTPHA  6  2 00000000
BWTPHA  6  3 00000000
BWTPHA  7  1 00000000
BWTPHA  7  2 00000000
BWTPHA  7  3 00000000
FBUF  1  1 00000000 00000000 00000000 00000000
FBUF  1  2 423B9ABA 4180A49D 402B8628 3FAB8628
FBUF  1  3 00000000 00000000 00000000 00000000
FBUF  1  4 417B1331 40AC2A6C 3F658DE4 3EE58DE4
FBUF  1  5 42E315C5 421BB728 40CF9EE2 404F9EE2
FBUF  1  6 00000000 00000000 00000000 00000000
FBUF  2  1 00000000 00000000 00000000 00000000
FBUF  2  2 4334E77E 42F134A8 42A0CDC5 41A0CDC5
FBUF  2  3 00000000 00000000 00000000 00000000
FBUF  2  4 42721BA6 422167C4 41D73506 40D73506
FBUF  2  5 43DAF991 4391FBB7 4342A4F4 4242A4F4
FBUF  2  6 00000000 00000000 00000000 00000000
FBUF  3  1 00000000 00000000 00000000 00000000
FBUF  3  2 43986DB7 4382A731 4359C150 42AE3440
FBUF  3  3 00000000 00000000 00000000 00000000
FBUF  3  4 42CBFF98 42AEDB15 4291B692 41E9241C
FBUF  3  5 443881B1 441E2605 4403CA59 4352DD5C
FBUF  3  6 00000000 00000000 00000000 00000000
FBUF  4  1 00000000 00000000 00000000 00000000
FBUF  4  2 43DB7514 43999EC2 42D2ADD5 41D2ADD5
FBUF  4  3 00000000 00000000 00000000 00000000
FBUF  4  4 448CEE85 44454DEC 43874B61 42874B61
FBUF  4  5 44C626B6 448AB4B3 43BE39A5 42BE39A5
FBUF  4  6 00000000 00000000 00000000 00000000
FBUF  5  1 00000000 00000000 00000000 00000000
